design,model,seed,single_run,accuracy,precision,recall,f1,macro_f1,auc,avg_prec,fpr,TN,FP,FN,TP
B,Structural + lexical (LR),46,True,0.9616926503340757,0.9738562091503268,0.9291759465478842,0.9509915659904262,0.9597748119510481,0.9925207712263331,0.9900917448234154,0.016629547141796586,6623,112,318,4172
B,"CNN (word-embedding, from scratch)",42,True,0.9385300668151447,0.9733432984554061,0.8701559020044544,0.9188617121354656,0.934692579859501,0.9907280056481201,0.9862978990329614,0.01588715664439495,6628,107,583,3907
B,"CNN (word-embedding, from scratch)",43,True,0.9385300668151447,0.9733432984554061,0.8701559020044544,0.9188617121354656,0.934692579859501,0.9907280056481201,0.9862978990329614,0.01588715664439495,6628,107,583,3907
B,"CNN (word-embedding, from scratch)",44,True,0.9385300668151447,0.9733432984554061,0.8701559020044544,0.9188617121354656,0.934692579859501,0.9907280056481201,0.9862978990329614,0.01588715664439495,6628,107,583,3907
B,"CNN (word-embedding, from scratch)",45,True,0.9385300668151447,0.9733432984554061,0.8701559020044544,0.9188617121354656,0.934692579859501,0.9907280056481201,0.9862978990329614,0.01588715664439495,6628,107,583,3907
B,"CNN (word-embedding, from scratch)",46,True,0.9385300668151447,0.9733432984554061,0.8701559020044544,0.9188617121354656,0.934692579859501,0.9907280056481201,0.9862978990329614,0.01588715664439495,6628,107,583,3907
B,DistilBERT (text-only),42,True,0.9532293986636972,0.9881802511696627,0.8937639198218262,0.9386036720851363,0.9504155852331574,0.9959002848861531,0.9936687533438084,0.0071269487750556795,6687,48,477,4013
B,DistilBERT (text-only),43,True,0.9532293986636972,0.9881802511696627,0.8937639198218262,0.9386036720851363,0.9504155852331574,0.9959002848861531,0.9936687533438084,0.0071269487750556795,6687,48,477,4013
B,DistilBERT (text-only),44,True,0.9532293986636972,0.9881802511696627,0.8937639198218262,0.9386036720851363,0.9504155852331574,0.9959002848861531,0.9936687533438084,0.0071269487750556795,6687,48,477,4013
B,DistilBERT (text-only),45,True,0.9532293986636972,0.9881802511696627,0.8937639198218262,0.9386036720851363,0.9504155852331574,0.9959002848861531,0.9936687533438084,0.0071269487750556795,6687,48,477,4013
B,DistilBERT (text-only),46,True,0.9532293986636972,0.9881802511696627,0.8937639198218262,0.9386036720851363,0.9504155852331574,0.9959002848861531,0.9936687533438084,0.0071269487750556795,6687,48,477,4013
